"Company";"TypeName";"Touchscreen";"IPS";"CPU";"Ram";"Gpu";"OpySys";"Weight";"Price";"PPI";"HDDStorage";"SSDStorage";"FlashMemory";"HybridStorage"
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Others/No OS/Linux";"2.2";36089.208;141.212;0;256;0;0
"Lenovo";"2 in 1 Convertible";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.74";47898.72;157.3505;0;256;0;0
"Toshiba";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.2";72620.64;165.6321;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.1";42304.32;141.212;1000;0;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.42";130873.7952;127.3357;1000;1000;0;0
"Acer";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";44328.96;141.212;0;256;0;0
"Dell";"Notebook";1;0;"Intel Core i7";"16";"AMD";"Windows";"2.3";45768.0528;141.212;1000;0;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2";40972.32;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.69";47472.48;127.3357;500;500;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"1.9";67612.32;141.212;1000;0;0;0
"Asus";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.37";21258.1872;100.4547;1000;0;0;0
"HP";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.1";17582.4;100.4547;500;0;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"3.2";79866.72;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.6";45767.52;157.3505;0;256;0;0
"Acer";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.6";36709.92;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"16";"AMD";"Others/No OS/Linux";"2.36";47898.72;141.212;0;256;0;0
"Acer";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"2.1";20779.2;100.4547;1000;0;0;0
"Asus";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.2";30636.0;141.212;1000;1000;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"32";"Nvidia";"Windows";"4.7";207259.2;127.3357;1000;1000;0;0
"Acer";"Gaming";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.5";45074.88;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"2.2";31381.92;100.4547;0;128;0;0
"Asus";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.1";61005.6;127.3357;1000;1000;0;0
"Asus";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.69";47365.92;127.3357;1000;1000;0;0
"Dell";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.56";46833.12;141.212;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.38";57489.12;158.4825;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.2";52480.8;141.212;2000;2000;0;0
"HP";"Notebook";1;0;"Intel Core i5";"8";"Intel";"Windows";"2.04";29783.52;100.4547;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3.6";159786.72;127.3357;0;256;0;0
"HP";"Notebook";0;1;"Intel Core i5";"4";"Intel";"Windows";"1.49";35964.0;165.6321;500;0;0;0
"Apple";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Mac";"1.37";108691.2;226.983;0;512;0;0
"Dell";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"2.08";43636.32;141.212;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"4.3";95850.72;127.3357;1000;1000;0;0
"Asus";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"1.68";24988.32;100.4547;1000;0;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.37";98514.72;158.4825;0;512;0;0
"Acer";"Notebook";0;1;"Intel Core i3";"4";"Nvidia";"Windows";"3";37402.56;127.3357;0;256;0;0
"Dell";"Ultrabook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.41";50562.72;165.6321;0;256;0;0
"HP";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"1.91";23757.552;100.4547;0;128;0;0
"HP";"Notebook";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.9";56423.52;127.3357;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"4.14";133146.72;127.3357;1000;1000;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Nvidia";"Windows";"2";90522.72;141.212;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.8";60845.76;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"2.2";23656.32;141.212;0;256;0;0
"HP";"Notebook";0;1;"Intel Core i5";"4";"Intel";"Windows";"2.1";38468.16;141.212;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Windows";"2.18";35004.96;141.212;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.24";30103.2;141.212;1000;0;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i5";"8";"Intel";"Windows";"2.67";42570.72;141.212;0;256;0;0
"Asus";"2 in 1 Convertible";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.1";79866.72;165.6321;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"2.2";24881.76;141.212;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.5";54239.04;127.3357;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"2.05";46886.4;141.212;0;256;0;0
"Apple";"Ultrabook";0;1;"Intel Core i5";"8";"Intel";"Mac";"1.37";104370.192;226.983;0;512;0;0
"Asus";"Gaming";0;0;"AMD Processor";"16";"AMD";"Windows";"3.2";82530.72;127.3357;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Others/No OS/Linux";"2.14";39164.5296;141.212;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.36";133146.72;209.8007;0;512;0;0
"Toshiba";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";43263.36;100.4547;500;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"12";"Intel";"Windows";"2.3";37992.3696;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Others/No OS/Linux";"2.8";58554.72;127.3357;1000;1000;0;0
"Acer";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";39693.6;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.8";26053.92;106.1131;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.8";45234.72;127.3357;2000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"6";"Nvidia";"Windows";"2.8";45767.52;106.1131;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Others/No OS/Linux";"2.25";22803.84;141.212;1000;0;0;0
"Lenovo";"Gaming";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"2.5";44169.12;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"6";"Intel";"Windows";"2.2";30849.12;141.212;0;256;0;0
"Acer";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"3";50669.28;141.212;0;256;0;0
"Acer";"Notebook";1;1;"Intel Core i7";"12";"Intel";"Windows";"2.15";35111.52;141.212;1000;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.95";58448.16;141.212;0;256;0;0
"Asus";"Ultrabook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"1.7";52054.56;141.212;0;256;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.5";62817.12;141.212;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.2";35112.0528;141.212;1000;0;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"2";"Intel";"Others/No OS/Linux";"2.19";10602.72;100.4547;0;16;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"3";63243.36;127.3357;1000;0;0;0
"HP";"Notebook";0;0;"Intel Core i3";"8";"Intel";"Windows";"2.54";26053.92;106.1131;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2";97449.12;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.05";39373.92;141.212;0;256;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"3.2";69210.72;141.212;1000;0;0;0
"Acer";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.5";52161.12;141.212;0;256;0;0
"Dell";"Workstation";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3.42";153705.3408;127.3357;0;256;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"6";"AMD";"Windows";"2.4";26586.72;141.212;1000;0;0;0
"Asus";"Ultrabook";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"1.63";78215.04;141.212;0;512;0;0
"Asus";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.3";27119.52;111.9352;0;128;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.9";113060.16;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"6";"Nvidia";"Windows";"2.8";34578.72;106.1131;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Others/No OS/Linux";"2.2";29250.72;100.4547;2000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.5";67399.2;141.212;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2.2";19180.2672;100.4547;1000;0;0;0
"HP";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.28";105228.0;165.6321;0;256;0;0
"Toshiba";"Notebook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.2";55571.04;141.212;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.3";43636.32;141.212;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.86";24988.32;141.212;1000;0;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.1";53226.72;165.6321;0;256;0;0
"Dell";"Ultrabook";1;1;"Intel Core i7";"16";"Intel";"Windows";"1.21";133146.72;162.4063;0;1000;0;0
"MSI";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.8";111834.72;141.212;1000;1000;0;0
"Acer";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.23";24988.32;141.212;0;256;0;0
"Asus";"2 in 1 Convertible";1;0;"Other Intel Processor";"2";"Intel";"Windows";"1.1";14652.0;135.0942;0;0;32;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.33";44968.32;141.212;1000;1000;0;0
"HP";"2 in 1 Convertible";1;1;"Intel Core i7";"16";"Intel";"Windows";"1.29";130482.72;162.4063;0;1000;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.45";24503.472;117.8265;0;0;16;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.95";52214.4;157.3505;0;256;0;0
"Acer";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.4";25840.8;135.0942;0;0;128;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.48";68837.76;157.3505;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"4";"Nvidia";"Windows";"2.79";31381.92;106.1131;1000;0;0;0
"Asus";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"2";58288.32;157.3505;0;256;0;0
"HP";"Notebook";0;1;"Intel Core i7";"8";"Intel";"Windows";"2.1";48058.56;100.4547;1000;0;0;0
"Acer";"Notebook";0;0;"AMD Processor";"8";"AMD";"Windows";"2.2";35111.52;100.4547;0;256;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.44";15557.76;111.9352;0;0;32;0
"Acer";"Notebook";0;0;"Intel Core i5";"6";"Intel";"Windows";"2.23";29250.72;100.4547;1000;0;0;0
"Asus";"Ultrabook";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"1.7";55938.672;141.212;0;256;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.26";71128.8;176.2326;0;256;0;0
"Dell";"Notebook";1;0;"Intel Core i7";"32";"Nvidia";"Windows";"2.06";140605.92;138.4618;0;1000;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";63882.72;127.3357;1000;1000;0;0
"Toshiba";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"2.0";50243.04;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"2";71075.52;157.3505;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.85";23922.72;141.212;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.5";53226.72;141.212;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.48";67559.04;157.3505;0;256;0;0
"Dell";"Ultrabook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"1.9";55890.72;141.212;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.84";60952.32;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2";14651.4672;100.4547;1000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2";60885.72;141.212;0;256;0;0
"Dell";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2.2";14646.672;100.4547;500;0;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"12";"AMD";"Windows";"2.2";47898.72;141.212;2000;0;0;0
"HP";"Notebook";0;1;"Intel Core i3";"8";"Nvidia";"Windows";"2.1";38148.48;141.212;1000;0;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"16";"Intel";"Windows";"1.4";111834.72;155.396;0;512;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.2";84129.12;165.6321;0;256;0;0
"Lenovo";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.4";60153.12;141.212;2000;2000;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"2";"Intel";"Windows";"1.44";14865.12;111.9352;0;0;32;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"16";"Intel";"Windows";"1.88";85672.1088;141.212;0;256;0;0
"Asus";"2 in 1 Convertible";1;0;"Other Intel Processor";"4";"Intel";"Windows";"1.5";19980.0;135.0942;0;0;32;0
"Dell";"Ultrabook";0;0;"Intel Core i5";"8";"AMD";"Windows";"1.9";35324.64;141.212;1000;0;0;0
"Dell";"Notebook";1;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.06";108020.9376;138.4618;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.84";69477.12;141.212;0;256;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";75071.52;127.3357;1000;1000;0;0
"HP";"Workstation";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.6";92615.0256;141.212;0;256;0;0
"Toshiba";"Notebook";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.4";74751.84;141.212;0;512;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.02";51729.552;141.212;2000;2000;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"2.2";17155.6272;100.4547;1000;0;0;0
"Dell";"Gaming";0;0;"Intel Core i5";"8";"Nvidia";"Windows";"2.65";53226.72;141.212;1000;0;0;0
"Dell";"Notebook";1;0;"Intel Core i5";"8";"Intel";"Windows";"2.36";29696.6736;100.4547;2000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.36";76030.56;157.3505;0;256;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.86";23389.92;100.4547;500;0;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2";50349.6;157.3505;0;256;0;0
"Lenovo";"Notebook";0;0;"Intel Core i5";"6";"Nvidia";"Windows";"2.8";38308.32;106.1131;1000;1000;0;0
"HP";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"1.86";34045.92;141.212;1000;0;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"8";"Nvidia";"Others/No OS/Linux";"2.2";26586.72;100.4547;0;256;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"8";"Intel";"Windows";"2.04";20725.92;100.4547;2000;0;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.8";57808.8;127.3357;1000;1000;0;0
"Lenovo";"Gaming";0;1;"Intel Core i5";"8";"Nvidia";"Others/No OS/Linux";"2.4";43103.52;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.33";47898.72;141.212;0;256;0;0
"HP";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.36";93240.0;157.3505;0;256;0;0
"Asus";"2 in 1 Convertible";1;0;"Intel Core i7";"12";"Nvidia";"Windows";"2.26";58554.72;141.212;2000;2000;0;0
"Acer";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.1";22697.28;100.4547;0;128;0;0
"Asus";"Gaming";0;1;"AMD Processor";"16";"AMD";"Windows";"3.25";117162.72;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"2.6";26053.92;106.1131;0;128;0;0
"Dell";"2 in 1 Convertible";1;0;"Intel Core i7";"8";"Intel";"Windows";"1.62";46300.8528;165.6321;0;256;0;0
"HP";"Notebook";0;0;"AMD Processor";"4";"AMD";"Windows";"1.91";26053.3872;141.212;0;256;0;0
"Lenovo";"Netbook";0;1;"Other Intel Processor";"4";"Intel";"Windows";"1.59";29463.84;135.0942;0;128;0;0
"Dell";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.8";16463.52;100.4547;500;0;0;0
"Asus";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"1.5";15238.08;111.9352;0;0;32;0
"Acer";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.4";45074.88;141.212;1000;0;0;0
"HP";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"3.35";63456.48;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Others/No OS/Linux";"1.85";21498.48;141.212;0;128;0;0
"Asus";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.3";88178.4;141.212;1000;1000;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Nvidia";"Windows";"1.5";58554.72;157.3505;0;256;0;0
"Asus";"Ultrabook";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.1";93181.392;165.6321;0;512;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.13";121584.96;209.8007;0;512;0;0
"Lenovo";"Notebook";0;1;"Intel Core i3";"4";"Intel";"Windows";"1.5";29250.72;165.6321;0;128;0;0
"Dell";"Workstation";0;0;"Intel Core i5";"8";"AMD";"Windows";"2.23";72940.32;141.212;500;0;0;0
"Dell";"Workstation";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2";113752.8;141.212;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;0;"Intel Core i7";"16";"Intel";"Windows";"1.42";133679.52;209.8007;0;512;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"3";55357.92;127.3357;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"3";84768.48;127.3357;1000;1000;0;0
"Acer";"Notebook";0;1;"Intel Core i5";"12";"Nvidia";"Windows";"2.2";36975.7872;100.4547;1000;0;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.7";71874.72;127.3357;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Others/No OS/Linux";"2.33";41498.1936;141.212;0;256;0;0
"HP";"Ultrabook";0;0;"AMD Processor";"4";"AMD";"Windows";"1.91";26586.72;141.212;0;256;0;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"AMD";"Windows";"2.1";65510.9568;141.212;0;256;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"Intel";"Windows";"1.9";49976.64;157.3505;0;256;0;0
"Dell";"Workstation";1;0;"Intel Core i7";"8";"Nvidia";"Windows";"1.78";144495.36;138.4618;0;256;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"16";"Intel";"Windows";"1.13";139860.0;209.8007;0;1000;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.2";16303.68;100.4547;1000;0;0;0
"Asus";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.9";81465.12;127.3357;1000;1000;0;0
"Lenovo";"Notebook";0;1;"Intel Core i5";"8";"AMD";"Windows";"2.1";60978.96;141.212;1000;1000;0;0
"Acer";"Notebook";0;0;"Intel Core i7";"8";"Nvidia";"Others/No OS/Linux";"2.5";46833.12;141.212;0;256;0;0
"MSI";"Gaming";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.8";119826.72;127.3357;1000;1000;0;0
"Asus";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.10";99793.44;157.3505;0;512;0;0
"Toshiba";"Ultrabook";0;0;"Intel Core i7";"16";"Intel";"Windows";"1.2";93080.16;165.6321;0;512;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.36";89510.4;157.3505;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"2.2";21791.52;141.212;500;0;0;0
"Lenovo";"Notebook";0;0;"Other Intel Processor";"2";"Intel";"Windows";"1.15";16221.096;135.0942;0;0;32;0
"Lenovo";"Workstation";0;0;"Intel Core i7";"8";"Nvidia";"Windows";"2.67";102564.0;141.212;0;512;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"1.7";103523.04;209.8007;0;512;0;0
"HP";"Notebook";0;0;"Intel Core i3";"4";"AMD";"Windows";"2.1";24988.32;141.212;1000;0;0;0
"Acer";"2 in 1 Convertible";1;1;"Intel Core i7";"8";"Intel";"Windows";"1.6";42038.4528;165.6321;0;256;0;0
"Asus";"2 in 1 Convertible";1;1;"Intel Core i5";"8";"Intel";"Windows";"1.27";49443.84;165.6321;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"4";"AMD";"Others/No OS/Linux";"2.3";31909.392;141.212;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i3";"4";"Intel";"Windows";"1.65";36709.92;117.8265;0;128;0;0
"HP";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Windows";"1.43";79920.0;157.3505;0;256;0;0
"Dell";"Notebook";0;0;"Intel Core i5";"8";"Intel";"Windows";"2.14";28768.536;100.4547;1000;0;0;0
"Lenovo";"Ultrabook";0;1;"Intel Core i7";"8";"AMD";"Windows";"1.75";64755.4464;157.3505;0;256;0;0
"Lenovo";"2 in 1 Convertible";1;1;"Intel Core i7";"16";"Nvidia";"Windows";"2";101178.72;138.4618;0;512;0;0
"Chuwi";"Notebook";0;1;"Other Intel Processor";"6";"Intel";"Windows";"1.4";23922.72;267.3384;0;0;64;0
"HP";"Notebook";0;0;"Intel Core i7";"8";"Intel";"Windows";"2.31";76030.56;141.212;0;256;0;0
"Asus";"Notebook";0;0;"Intel Core i3";"8";"Nvidia";"Others/No OS/Linux";"2.3";31808.16;141.212;1000;0;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"4.42";149130.72;169.7809;1000;1000;0;0
"Dell";"Gaming";0;1;"Intel Core i7";"8";"Nvidia";"Windows";"2.62";61751.52;141.212;1000;1000;0;0
"Dell";"Notebook";0;0;"Intel Core i7";"8";"AMD";"Windows";"2.02";60867.072;141.212;2000;2000;0;0
"Dell";"Ultrabook";0;0;"Intel Core i7";"8";"Intel";"Others/No OS/Linux";"1.6";58554.72;157.3505;0;256;0;0
"HP";"Gaming";0;0;"Intel Core i7";"12";"Nvidia";"Windows";"3.35";106506.72;127.3357;1000;1000;0;0
"Mediacom";"2 in 1 Convertible";1;1;"Other Intel Processor";"4";"Intel";"Windows";"1.16";15930.72;189.9058;0;32;0;0
"Samsung";"Netbook";0;0;"Other Intel Processor";"4";"Intel";"Others/No OS/Linux";"1.15";14332.32;135.0942;0;0;16;0
"Lenovo";"Notebook";0;1;"Intel Core i7";"8";"Intel";"Windows";"1.4";53812.8;165.6321;0;256;0;0
"Lenovo";"Notebook";0;1;"Intel Core i3";"4";"Intel";"Windows";"1.7";31914.72;157.3505;0;128;0;0
"Lenovo";"Workstation";0;1;"Intel Core i7";"16";"Nvidia";"Windows";"2.3";130269.6;138.4618;0;512;0;0
"Lenovo";"Notebook";0;0;"Intel Core i7";"16";"Nvidia";"Windows";"2.5";130482.72;141.212;0;512;0;0
"Asus";"Gaming";0;0;"AMD Processor";"8";"AMD";"Windows";"3.2";90309.6;127.3357;1000;1000;0;0
"HP";"Notebook";0;0;"Other Intel Processor";"4";"Intel";"Windows";"2.1";18488.16;100.4547;500;0;0;0
"Google";"Ultrabook";1;0;"Intel Core i7";"16";"Intel";"Others/No OS/Linux";"1.1";117162.72;234.5074;0;512;0;0
"Lenovo";"Ultrabook";0;0;"Intel Core i7";"24";"Intel";"Windows";"1.32";126912.96;209.8007;0;512;0;0
"Asus";"Notebook";0;0;"Intel Core i5";"4";"Intel";"Others/No OS/Linux";"2";29783.52;141.212;0;256;0;0
